Cardinals,Broncos,3,1,10,81,0.15,7
Cardinals,Eagles,3,3,10,80,-0.96,7
Cardinals,Seahawks,2,1,10,80,0.28,7
Cardinals,Rams,4,3,7,68,-0.95,4.71
Cardinals,Buccaneers,3,1,10,58,0.61,4.44
Cardinals,Lions,1,3,8,49,-0.49,3.84
Cardinals,Rams,2,1,10,49,-0.22,3.18
Cardinals,49ers,3,1,5,48,1.27,4.04
Cardinals,49ers,3,3,8,45,-1.12,3.05
Cardinals,Steelers,1,1,10,45,0.48,3.45
Cardinals,Steelers,2,2,21,44,-0.89,3.31
Cardinals,Packers,1,2,13,44,-0.41,3.25
Cardinals,Raiders,1,1,10,37,0.67,3.12
Cardinals,49ers,1,3,4,36,-0.16,3.05
Cardinals,Broncos,1,3,12,33,-1.33,2.32
Cardinals,Rams,4,2,6,26,0.41,2.39
Cardinals,Vikings,2,1,10,26,0.74,2.46
Cardinals,Falcons,2,1,10,25,0.61,2.26
Cardinals,Falcons,4,2,10,23,-0.27,1.8
Cardinals,49ers,1,2,6,23,0.21,1.99
Cardinals,Redskins,3,2,8,22,0.47,2.32
Cardinals,Lions,1,1,10,22,0.28,1.73
Cardinals,49ers,2,1,10,22,0.28,1.73
Cardinals,49ers,4,2,8,22,0.07,1.93
Cardinals,Rams,4,1,10,22,0.28,1.73
Cardinals,Rams,1,2,4,22,0.54,2.13
Cardinals,Vikings,4,2,9,22,0.27,2.19
Cardinals,49ers,1,1,10,21,0.28,1.66
Cardinals,Ravens,1,1,10,21,0.28,1.66
Cardinals,Seahawks,3,1,10,21,-0.06,1.47
Cardinals,Patriots,4,2,2,21,-0.09,1.4
Cardinals,49ers,2,1,10,21,0.61,1.99
Cardinals,Falcons,4,3,18,21,-0.82,2.32
Cardinals,Chargers,1,3,10,20,-1.37,1.27
Cardinals,Cowboys,3,3,5,20,-0.42,1.86
Cardinals,49ers,2,1,10,20,0.41,1.73
Cardinals,Browns,2,2,6,20,-0.11,1.53
Cardinals,Eagles,2,3,3,20,-0.03,2.06
Cardinals,Giants,1,1,10,19,0.28,1.53
Cardinals,Raiders,2,1,15,19,0.48,1.73
Cardinals,Falcons,2,1,10,19,0.28,1.53
Cardinals,49ers,2,3,9,19,-0.49,1.93
Cardinals,49ers,3,1,10,19,0.28,1.53
Cardinals,Eagles,3,2,4,19,0.03,1.47
Cardinals,Bills,4,2,10,19,0.06,1.86
Cardinals,Panthers,1,3,30,19,-2.28,-0.78
Cardinals,Saints,4,1,10,19,0.61,1.86
Cardinals,Saints,4,1,10,19,0.61,1.86
Cardinals,Steelers,2,3,12,18,-1.42,1.27
Cardinals,Eagles,1,1,10,18,-0.06,1.27
Cardinals,Panthers,1,1,10,18,0.41,1.6
Cardinals,Eagles,3,2,10,17,-0.27,1.4
Cardinals,Rams,3,1,10,17,0.28,1.4
Cardinals,Rams,2,2,4,17,0.35,1.6
Cardinals,Seahawks,1,2,10,17,0.06,1.73
Cardinals,Rams,1,1,10,17,-0.06,1.2
Cardinals,Chargers,1,1,10,16,0.28,1.33
Cardinals,Giants,4,2,9,16,-0.64,1
Cardinals,Rams,2,3,10,16,-0.56,1.73
Cardinals,Seahawks,4,1,10,16,0.28,1.33
Cardinals,Ravens,4,2,19,16,-1.22,0.37
Cardinals,Seahawks,4,3,13,16,-1.02,1.47
Cardinals,Panthers,4,3,44,16,-3.2,-0.98
Cardinals,49ers,1,1,10,15,0.28,1.27
Cardinals,Redskins,2,1,10,15,0.28,1.27
Cardinals,Redskins,2,3,22,15,-1.55,-0.85
Cardinals,Redskins,3,1,10,15,0.94,1.93
Cardinals,Seahawks,2,1,10,15,0.28,1.27
Cardinals,Seahawks,2,1,10,15,0.28,1.27
Cardinals,Seahawks,4,1,10,15,-0.06,1.07
Cardinals,Seahawks,1,1,10,15,0.28,1.27
Cardinals,Rams,3,2,14,15,-0.48,1.33
Cardinals,Seahawks,2,2,10,15,-0.39,1.2
Cardinals,Panthers,2,1,10,15,0.61,1.6
Cardinals,Vikings,2,1,10,15,0.61,1.6
Cardinals,Falcons,1,1,10,15,0.61,1.6
Cardinals,Rams,3,2,7,15,0.14,1.47
Cardinals,Broncos,1,2,8,14,0,1.33
Cardinals,Falcons,3,1,10,14,0.28,1.2
Cardinals,Saints,1,1,10,14,0.28,1.2
Cardinals,Saints,1,3,11,14,-1.14,1.14
Cardinals,Ravens,3,3,7,14,-1.06,0.94
Cardinals,Rams,1,2,7,14,-0.37,1
Cardinals,Jets,2,2,5,14,-0.35,0.87
Cardinals,Dolphins,1,2,5,14,0.74,1.86
Cardinals,49ers,2,1,10,13,0.28,1.14
Cardinals,Redskins,1,1,10,13,0.28,1.14
Cardinals,Rams,4,3,6,13,-0.43,1.4
Cardinals,Seahawks,1,1,10,13,0.41,1.27
Cardinals,Falcons,3,2,18,13,-0.36,0.7
Cardinals,Falcons,4,1,10,13,0.87,1.73
Cardinals,49ers,4,1,10,13,0.94,1.8
Cardinals,Rams,2,1,10,13,0.28,1.14
Cardinals,Rams,3,2,15,13,-0.28,0.76
Cardinals,Steelers,3,1,10,13,0.04,1
Cardinals,Bengals,3,3,7,13,-0.56,1.33
Cardinals,Patriots,1,2,8,13,0.33,1.6
Cardinals,Falcons,4,2,10,13,0.06,1.47
Cardinals,Eagles,2,3,20,12,-1.09,-0.72
Cardinals,Cowboys,1,1,10,12,0.67,1.47
Cardinals,Rams,1,3,14,12,-1.22,-2.32
Cardinals,Lions,1,3,11,12,-1.14,1
Cardinals,Browns,4,3,4,12,-0.16,1.47
Cardinals,Bengals,1,1,10,12,0.28,1.07
Cardinals,Bengals,2,3,8,12,-0.69,2.19
Cardinals,Eagles,4,2,11,12,0.32,1.73
Cardinals,Patriots,4,2,5,12,0.48,1.47
Cardinals,Bills,3,3,11,12,-0.76,1.33
Cardinals,Raiders,4,2,9,11,0.33,1.53
Cardinals,Cowboys,1,3,10,11,-1.37,0.67
Cardinals,Cowboys,1,1,10,11,0.28,1
Cardinals,Rams,1,1,10,11,0.04,0.87
Cardinals,Rams,1,2,19,11,-0.76,0.04
Cardinals,Seahawks,4,2,10,11,-0.27,1
Cardinals,Bears,2,2,8,11,0,1.14
Cardinals,Rams,1,2,9,11,-0.13,1.07
Cardinals,Steelers,3,1,10,11,0.94,1.66
Cardinals,Ravens,4,3,15,11,-1.02,-1.04
Cardinals,Ravens,4,2,10,11,-0.71,0.67
Cardinals,Browns,1,3,10,11,-1.37,0.67
Cardinals,Eagles,1,2,10,11,-0.13,1.14
Cardinals,Seahawks,1,3,10,11,-0.96,1
Cardinals,Buccaneers,4,3,3,11,-0.27,1.33
Cardinals,Jets,1,1,10,11,0.54,1.27
Cardinals,Jets,2,3,9,11,-0.49,1.4
Cardinals,Jets,4,2,6,11,-0.43,0.67
Cardinals,Redskins,3,1,10,11,0.61,1.33
Cardinals,Falcons,1,3,8,10,-0.69,1.07
Cardinals,49ers,3,2,6,10,0.6,1.53
Cardinals,Lions,4,1,10,10,0.28,0.94
Cardinals,Seahawks,1,2,4,10,0.48,1.27
Cardinals,49ers,2,2,9,10,0.33,1.47
Cardinals,Chargers,4,1,10,9,0.34,1.02
Cardinals,Eagles,1,3,3,9,0.17,1.53
Cardinals,Saints,4,1,10,9,0.28,0.95
Cardinals,Ravens,2,2,10,9,-0.27,0.23
Cardinals,Browns,1,2,10,9,-0.49,-0.02
Cardinals,Seahawks,3,2,10,9,-0.39,0.1
Cardinals,49ers,4,3,8,9,-1.12,0.67
Cardinals,Seahawks,2,1,10,9,0.28,0.95
Cardinals,Bills,2,2,10,9,-0.66,-0.2
Cardinals,Bills,4,1,10,9,-0.14,0.69
Cardinals,Panthers,1,1,10,9,0.61,1.28
Cardinals,Panthers,3,1,10,9,0.61,1.28
Cardinals,Panthers,4,2,10,9,-0.39,0.1
Cardinals,Vikings,1,1,15,9,0.28,0.6
Cardinals,Redskins,4,2,17,9,-0.22,0.3
Cardinals,Saints,1,3,5,9,-0.16,1.33
Cardinals,Redskins,3,2,7,8,-0.18,0.74
Cardinals,Falcons,3,2,3,8,0.68,1.27
Cardinals,Rams,1,2,24,8,-1.47,-0.96
Cardinals,49ers,1,1,10,8,0.28,0.81
Cardinals,Steelers,1,2,10,8,-0.66,-0.32
Cardinals,Ravens,4,2,7,8,0.21,1.07
Cardinals,Browns,3,2,9,8,0.46,0.83
Cardinals,Seahawks,4,3,3,8,-0.03,1.27
Cardinals,49ers,2,1,10,8,0.34,0.88
Cardinals,Vikings,1,3,3,8,-0.03,1.27
Cardinals,Jets,1,1,10,8,0.61,1.14
Cardinals,Falcons,2,1,10,8,0.61,1.14
Cardinals,Dolphins,4,2,4,8,0.28,0.94
Cardinals,Dolphins,4,1,10,8,0.94,1.47
Cardinals,Chargers,3,2,6,7,0.34,1.07
Cardinals,Raiders,1,3,3,7,-0.6,0.67
Cardinals,Eagles,1,3,1,7,0.23,1.33
Cardinals,Cowboys,3,2,25,7,-0.71,-0.43
Cardinals,Rams,1,3,6,7,-0.43,1
Cardinals,Bears,2,2,17,7,-0.35,-0.1
Cardinals,Rams,4,2,6,7,-0.43,0.41
Cardinals,Vikings,1,3,2,7,0.1,1.27
Cardinals,Seahawks,4,1,10,7,0.61,1.01
Cardinals,Buccaneers,1,2,6,7,0.6,1.33
Cardinals,Bills,3,1,10,7,-0.06,0.48
Cardinals,Rams,4,1,10,7,-0.22,0.35
Cardinals,49ers,1,3,2,7,-0.48,0.41
Cardinals,49ers,4,1,10,7,0.54,0.94
Cardinals,Chargers,3,3,3,6,-0.6,0.34
Cardinals,Falcons,4,2,10,6,-0.27,-0.16
Cardinals,Rams,1,1,20,6,0.34,-0.08
Cardinals,49ers,1,3,5,6,-0.1,1.2
Cardinals,Rams,4,2,10,6,-0.2,-0.1
Cardinals,Vikings,3,1,10,6,0.87,1.14
Cardinals,Seahawks,2,3,5,6,-0.3,1
Cardinals,Seahawks,2,1,10,6,0.28,0.54
Cardinals,Panthers,4,3,1,6,0.1,1.2
Cardinals,49ers,3,2,11,6,-0.2,-0.1
Cardinals,Dolphins,1,2,8,6,0.33,0.43
Cardinals,Chargers,1,2,10,5,-0.71,-0.76
Cardinals,Broncos,2,1,10,5,0.28,0.41
Cardinals,Raiders,2,3,1,5,-0.32,0.81
Cardinals,Seahawks,1,3,4,5,-0.57,0.74
Cardinals,Seahawks,4,2,4,5,0.61,1.07
Cardinals,49ers,2,2,12,5,-0.63,-0.56
Cardinals,49ers,2,2,2,5,0.88,1.2
Cardinals,Rams,1,3,8,5,-0.69,-1.57
Cardinals,Rams,4,2,12,5,-0.4,-0.43
Cardinals,Vikings,1,1,10,5,0.28,0.41
Cardinals,Seahawks,3,1,10,5,0.28,0.41
Cardinals,Patriots,4,1,10,5,0.34,0.48
Cardinals,Seahawks,4,1,10,5,0.61,0.74
Cardinals,Redskins,1,3,2,4,-0.48,0.48
Cardinals,Cowboys,3,2,9,4,-0.2,-0.42
Cardinals,Lions,2,3,2,4,-0.48,0.15
Cardinals,Lions,3,2,14,4,-0.77,-0.82
Cardinals,Saints,3,1,10,4,0.94,0.93
Cardinals,Packers,2,1,10,4,0.74,0.74
Cardinals,Patriots,3,1,10,4,0.61,0.6
Cardinals,49ers,2,1,10,4,0.54,0.54
Cardinals,49ers,4,3,3,4,-0.59,0.54
Cardinals,Redskins,4,2,7,4,0.47,0.3
Cardinals,Saints,2,3,8,4,-0.69,-1.63
Cardinals,Giants,1,2,17,3,-0.62,-0.89
Cardinals,Bears,2,1,20,3,0.48,-0.35
Cardinals,Browns,1,3,10,3,-0.96,-1.83
Cardinals,Rams,1,1,10,3,0.61,0.47
Cardinals,49ers,2,3,18,3,-1.02,-1.37
Cardinals,Falcons,4,2,10,3,0.06,-0.23
Cardinals,Dolphins,2,1,10,3,0.61,0.47
Cardinals,Saints,2,2,1,3,0.05,0.28
Cardinals,49ers,1,2,6,2,0.27,-0.16
Cardinals,Broncos,3,2,10,2,0,-0.43
Cardinals,Redskins,2,2,10,2,-0.71,-1.12
Cardinals,Redskins,3,1,10,2,0.74,0.47
Cardinals,Rams,1,1,10,2,0.28,0
Cardinals,49ers,4,2,10,2,-0.71,-1.12
Cardinals,Chargers,3,1,10,1,0.28,-0.13
Cardinals,Seahawks,3,3,2,1,0.1,-1.44
Cardinals,Broncos,4,3,14,0,-1.69,-2.39
Cardinals,Seahawks,3,3,6,0,-0.55,-2.49
Cardinals,Rams,1,3,9,0,-0.49,-1.63
Cardinals,Panthers,1,2,20,0,-0.3,-2.28
Cardinals,Falcons,2,2,20,0,-1.08,-3.99
Cardinals,Lions,2,2,10,-4,0.39,-0.82
Cardinals,Rams,1,1,20,-4,0.41,-1.47
Cardinals,Chargers,3,3,9,,-0.82,-1.96
Cardinals,49ers,3,2,8,,-0.44,-1.12
Cardinals,Broncos,1,2,12,,-0.63,-1.33
Cardinals,Broncos,2,3,3,,-0.45,-1.83
Cardinals,Broncos,3,1,10,,0.54,0
Cardinals,Broncos,3,3,8,,-0.43,-1.63
Cardinals,Broncos,4,3,3,,-0.03,-1.57
Cardinals,Broncos,4,1,10,,0.28,-0.27
Cardinals,Broncos,4,1,10,,0.28,-0.27
Cardinals,Broncos,4,3,11,,-1.14,-2.14
Cardinals,Redskins,2,3,5,,-0.3,-1.7
Cardinals,Redskins,2,2,17,,-0.22,-0.89
Cardinals,Redskins,2,1,10,,-0.22,-0.71
Cardinals,Eagles,2,1,10,,0.34,-0.2
Cardinals,Eagles,3,2,10,,-0.27,-0.96
Cardinals,Eagles,3,3,12,,-1.33,-2.24
Cardinals,Eagles,3,3,13,,-1.51,-2.32
Cardinals,Eagles,3,1,10,,0.28,-0.27
Cardinals,Cowboys,1,1,10,,-0.22,-0.71
Cardinals,Cowboys,1,1,10,,0.28,-0.27
Cardinals,Cowboys,4,2,13,,-0.21,-0.89
Cardinals,Rams,1,1,10,,0.54,0
Cardinals,Rams,1,3,15,,-1.02,-1.77
Cardinals,Lions,1,2,11,,-0.46,-1.14
Cardinals,Lions,1,2,8,,0.2,-0.49
Cardinals,Lions,2,1,10,,0.94,0.39
Cardinals,Lions,2,3,14,,-0.82,-1.63
Cardinals,Lions,3,3,10,,-0.82,-1.9
Cardinals,Seahawks,1,3,7,,-1.04,-2.32
Cardinals,Seahawks,2,2,10,,-0.27,-0.96
Cardinals,Falcons,1,1,10,,0.28,-0.27
Cardinals,Falcons,1,2,10,,-0.27,-0.96
Cardinals,Falcons,1,3,10,,-0.96,-2.03
Cardinals,Falcons,1,1,10,,0.04,-0.49
Cardinals,Falcons,4,1,10,,0.28,-0.27
Cardinals,Falcons,4,3,4,,-0.16,-1.63
Cardinals,Falcons,4,1,10,,0.28,-0.27
Cardinals,Chiefs,1,1,10,,0.28,-0.27
Cardinals,Chiefs,4,2,7,,0.34,-0.36
Cardinals,Chiefs,4,3,7,,-0.36,-1.63
Cardinals,Rams,2,2,10,,0.13,-0.56
Cardinals,Seahawks,1,1,10,,0.74,0.2
Cardinals,Seahawks,1,2,10,,0.2,-0.49
Cardinals,Seahawks,1,3,10,,-0.49,-1.57
Cardinals,Seahawks,4,1,10,,0.28,-0.27
Cardinals,49ers,1,1,10,,0.48,-0.07
Cardinals,49ers,2,2,9,,0.2,-0.49
Cardinals,49ers,4,1,10,,0.74,0.2
Cardinals,Saints,1,2,11,,-0.46,-1.14
Cardinals,Saints,3,3,5,,-0.3,-1.7
Cardinals,49ers,2,3,7,,-0.56,-1.83
Cardinals,Lions,3,1,10,,0.28,-0.27
Cardinals,Steelers,1,1,10,,-0.14,-0.66
Cardinals,Steelers,2,1,10,,0.15,-0.39
Cardinals,Ravens,2,3,3,,-0.45,-1.83
Cardinals,Ravens,2,1,10,,0.28,-0.27
Cardinals,Ravens,2,3,1,,0.23,-1.44
Cardinals,Browns,1,2,10,,-0.71,-1.37
Cardinals,Browns,1,1,10,,0.28,-0.27
Cardinals,Browns,1,2,10,,-0.27,-0.96
Cardinals,Seahawks,1,1,10,,0.28,-0.27
Cardinals,Seahawks,1,3,7,,-0.56,-1.83
Cardinals,Seahawks,3,1,10,,0.15,-0.39
Cardinals,Seahawks,4,2,5,,-0.04,-0.8
Cardinals,Bengals,3,2,7,,0.14,-0.56
Cardinals,Bengals,4,1,10,,0.34,-0.2
Cardinals,Bengals,4,1,10,,0.28,-0.27
Cardinals,49ers,1,3,10,,-1.37,-2.44
Cardinals,49ers,4,2,19,,-1.22,-2.02
Cardinals,Rams,1,2,8,,0,-0.69
Cardinals,Rams,4,3,7,,-0.43,-1.7
Cardinals,Eagles,1,1,10,,0.41,-0.13
Cardinals,Eagles,2,3,10,,-1.17,-2.24
Cardinals,Seahawks,1,1,10,,0.28,-0.27
Cardinals,Seahawks,2,1,10,,0.28,-0.27
Cardinals,Seahawks,2,3,15,,-0.89,-1.63
Cardinals,Seahawks,2,2,4,,0.54,-0.16
Cardinals,Seahawks,2,3,4,,-0.16,-1.63
Cardinals,Seahawks,2,2,1,,0.95,0.23
Cardinals,Seahawks,3,3,2,,0.1,-1.5
Cardinals,Seahawks,4,2,10,,0.06,-0.62
Cardinals,Buccaneers,1,1,10,,0.61,0.06
Cardinals,Buccaneers,4,2,7,,0.14,-0.56
Cardinals,Buccaneers,4,3,7,,-0.56,-1.83
Cardinals,Bills,1,2,13,,-0.34,-1.02
Cardinals,Bills,1,3,13,,-1.02,-1.9
Cardinals,Bills,2,1,10,,-0.14,-0.66
Cardinals,Bills,3,2,7,,0.47,-0.23
Cardinals,Bills,3,3,7,,-0.23,-1.5
Cardinals,Bills,3,1,10,,0.61,0.06
Cardinals,Bills,4,1,10,,0.61,0.06
Cardinals,Rams,4,1,10,,0.74,0.2
Cardinals,49ers,2,2,18,,-0.36,-1.02
Cardinals,49ers,2,2,6,,0.54,-0.16
Cardinals,49ers,2,3,6,,-0.16,-1.5
Cardinals,Jets,2,2,9,,0.2,-0.49
Cardinals,Seahawks,1,1,10,,0.34,-0.2
Cardinals,Seahawks,1,3,7,,-0.49,-1.77
Cardinals,Seahawks,2,1,10,,0.15,-0.39
Cardinals,Seahawks,3,1,10,,0.54,0
Cardinals,Panthers,1,2,10,,0.06,-0.62
Cardinals,Panthers,1,1,20,,0.94,-0.3
Cardinals,Panthers,2,3,20,,-1.22,-1.63
Cardinals,Panthers,3,3,18,,-1.93,-2.32
Cardinals,Panthers,4,2,44,,-2.61,-3.2
Cardinals,Panthers,4,1,10,,0.15,-0.39
Cardinals,Vikings,1,2,7,,0.47,-0.23
Cardinals,Vikings,3,2,7,,0.47,-0.23
Cardinals,Vikings,3,3,7,,-0.23,-1.5
Cardinals,Falcons,3,1,10,,0.74,0.2
Cardinals,Falcons,3,3,10,,-0.49,-1.57
Cardinals,Falcons,4,1,10,,0.61,0.06
Cardinals,Falcons,4,1,10,,0.61,0.06
Cardinals,Redskins,2,1,10,,0.48,-0.07
Cardinals,Redskins,2,3,7,,-0.36,-1.63
Cardinals,Dolphins,3,2,33,,-1.19,-1.81
Cardinals,Dolphins,3,3,33,,-1.81,-1.37
Cardinals,Saints,1,1,10,,0.41,-0.13
Cardinals,Saints,1,2,5,,0.54,-0.16
Cardinals,Saints,2,2,8,,0,-0.69
Cardinals,Saints,4,1,10,,0.61,0.06
Cardinals,Saints,4,2,10,,0.06,-0.62
Cardinals,Seahawks,4,3,8,,-1.16,-2.39
Cardinals,Rams,1,2,8,,0.47,-0.23
Cardinals,Rams,1,3,8,,-0.23,-1.44
Falcons,Packers,3,1,10,79,0.04,6.51
Falcons,Eagles,4,2,11,76,-0.07,7
Falcons,Panthers,4,1,10,75,0.61,7
Falcons,Giants,3,3,4,74,-0.16,7
Falcons,Panthers,3,3,13,70,-0.49,7
Falcons,Buccaneers,1,1,10,59,0.61,4.51
Falcons,49ers,2,1,10,59,0.61,4.51
Falcons,Broncos,4,1,10,49,0.61,3.84
Falcons,Steelers,3,1,10,46,0.28,3.31
Falcons,Panthers,4,1,10,46,0.15,3.25
Falcons,Eagles,4,1,10,44,0.28,3.18
Falcons,Raiders,3,2,8,44,0.33,3.64
Falcons,Buccaneers,3,3,6,40,-0.43,3.18
Falcons,Colts,2,2,10,36,-0.58,2.46
Falcons,Saints,2,3,8,35,-0.69,2.72
Falcons,Browns,2,3,11,32,-1.14,2.32
Falcons,Saints,2,3,8,32,-0.56,2.65
Falcons,Panthers,3,3,10,32,-0.96,2.39
Falcons,49ers,3,2,9,31,0.07,2.59
Falcons,Saints,1,2,10,30,0.2,2.72
Falcons,Bears,3,1,10,29,0.67,2.59
Falcons,Eagles,3,1,10,28,0.61,2.46
Falcons,Saints,4,2,8,27,0,2.19
Falcons,Saints,2,2,7,27,-0.06,2.06
Falcons,Buccaneers,1,3,9,27,-0.49,2.46
Falcons,Saints,3,1,10,26,0.61,2.32
Falcons,Buccaneers,3,3,5,25,-0.53,2.13
Falcons,Packers,2,1,10,25,0.28,1.93
Falcons,Buccaneers,3,1,10,25,0.67,2.32
Falcons,Panthers,3,3,8,25,-0.69,2.06
Falcons,Rams,1,2,9,25,0.07,2.19
Falcons,Lions,1,3,8,24,-0.69,1.99
Falcons,Steelers,2,1,10,24,0.81,2.39
Falcons,Raiders,3,1,10,24,-0.22,1.53
Falcons,Seahawks,3,1,10,24,0.34,1.93
Falcons,Bears,4,1,10,23,0.28,1.8
Falcons,Ravens,3,1,10,23,0.28,1.8
Falcons,Saints,1,1,10,23,0.28,1.8
Falcons,Saints,3,1,10,23,-0.14,1.53
Falcons,Giants,1,2,5,22,0.41,2.06
Falcons,Cowboys,3,1,10,22,0.67,2.13
Falcons,Panthers,1,1,10,22,0.87,2.32
Falcons,Panthers,2,3,10,22,-0.62,2.06
Falcons,Panthers,3,1,10,22,0.61,2.06
Falcons,Cowboys,1,2,5,21,0.41,1.99
Falcons,Titans,1,3,3,21,-0.6,1.6
Falcons,Chargers,4,2,10,21,0.06,1.99
Falcons,Chiefs,3,1,10,21,0.04,1.53
Falcons,Saints,3,2,4,20,0.54,1.99
Falcons,Vikings,3,1,10,20,0.94,2.26
Falcons,Browns,1,3,7,20,-0.68,1.73
Falcons,Panthers,3,3,10,20,-1.17,1.47
Falcons,Giants,4,3,10,20,-0.96,1.6
Falcons,Redskins,3,1,10,20,0.28,1.6
Falcons,Buccaneers,3,3,6,20,-0.66,1.73
Falcons,49ers,2,1,10,20,0.41,1.73
Falcons,Cardinals,2,3,25,19,-1.62,-0.46
Falcons,Cardinals,3,3,4,19,-0.72,1.4
Falcons,Steelers,3,3,7,19,-0.49,1.8
Falcons,Panthers,4,3,6,19,-0.1,2.13
Falcons,Vikings,3,2,9,19,-0.13,1.6
Falcons,Buccaneers,3,1,10,19,0.34,1.6
Falcons,Saints,2,1,10,19,0.61,1.86
Falcons,Lions,4,2,8,18,-0.35,1.33
Falcons,Packers,4,1,10,18,0.87,2.06
Falcons,49ers,3,1,10,18,0.61,1.8
Falcons,Colts,1,2,10,18,-0.27,1.47
Falcons,Panthers,2,1,20,18,-0.41,1.14
Falcons,Panthers,3,3,10,18,-0.3,2.13
Falcons,Seahawks,4,1,10,18,0.28,1.47
Falcons,Saints,2,2,9,18,0.13,1.8
Falcons,Saints,1,1,10,17,-0.14,1.14
Falcons,Eagles,1,2,7,17,0.47,1.93
Falcons,Giants,4,2,21,17,-0.43,1.16
Falcons,Buccaneers,1,1,10,17,0.28,1.4
Falcons,Panthers,2,3,12,17,-0.43,3.05
Falcons,Saints,4,3,2,16,0.1,1.86
Falcons,Colts,4,2,8,16,0,1.47
Falcons,Jaguars,1,2,3,16,0.68,1.8
Falcons,Chiefs,1,1,10,16,0.94,1.99
Falcons,Bears,2,2,6,15,0.14,1.4
Falcons,Panthers,1,3,7,15,-0.56,1.47
Falcons,Cowboys,3,1,10,15,0.74,1.73
Falcons,Redskins,4,2,3,15,0.68,1.73
Falcons,Vikings,4,2,3,15,0.68,1.73
Falcons,Panthers,4,1,10,15,0.34,1.33
Falcons,Eagles,2,1,10,15,0.61,1.6
Falcons,Cardinals,3,2,6,15,0.47,1.73
Falcons,Buccaneers,1,1,10,14,0.94,1.86
